,created_at,id,user id,full_text,localidad,retweet_count,favorite_count,clasification,tidy_text,user_name
39,19/10/2020 12:06,1.32e+18,1.06922e+18,@lopezobrador_ Vengo a ver cuántos de la oposición realmente derrotada vienen a dejar sus comentarios y sus muchísimos robots y sus poquitos seguidores porque le duele que la 4t avanza como la espuma y les ganaremos en el 2021 y 2024 mecansoganso cabrones,"Moscú, Rusia",0,0,0.0,@lopezobrador_ vengo ver cuantos oposicion realmente derrotada vienen dejar comentarios muchisimos robots poquitos seguidores duele 4t avanza espuma ganaremos mecansoganso cabrones,
40,19/10/2020 12:06,1.32e+18,233367121.0,"@puratolvanera No: Morena se apoya en un discurso moral, emotivo y polarizante. Mientras AMLO domine la discusión pública bajo esas premisas, puede poner a un chimpancé y ganar. Más aún en elecciones concurrentes.

La única vía para que la oposición avance es separar agendas.",México D.F.,0,0,1.0,@puratolvanera no: morena apoya discurso moral emotivo polarizante. mientras amlo domine discusion publica bajo premisas puede poner chimpance ganar. mas aun elecciones concurrentes. unica via oposicion avance separar agendas.,FernandoDworak
41,19/10/2020 12:06,1.32e+18,1005118572.0,Colegas en pro de nuestro Presidente de Mexico les deseo una extraordinaria semana y sigamos el  rumbo de Mexico con AMLO. Que orgullo de presidente. Saludos a todos. 🤗🐾,,0,1,0.0,colegas pro presidente mexico deseo extraordinaria semana sigamos rumbo mexico amlo. orgullo presidente. saludos todos. 🤗🐾,AlmasDeLaCalle
42,19/10/2020 12:06,1.32e+18,1.16846e+18,나연이 닮은 친구가 또 있구나 https://t.co/2QuVb4s5BS,,0,0,3.0,나연이 닮은 친구가 있구나 https://t.co/2quvb4s5bs,
43,19/10/2020 12:06,1.32e+18,253908701.0,@lopezobrador_ Al grito de guerra con AMLO,Los Angeles,0,1,0.0,@lopezobrador_ grito guerra amlo,manandreek
44,19/10/2020 12:06,1.32e+18,1127146646.0,"🔴#EnVivo | Sintoniza la #Mañanera con el presidente @lopezobrador_. 

Acompáñanos a través de @C21Noticias en la señal de @Capital_21.

#CorazónDeLaCapital 💚 #DerechoALaInformación https://t.co/5PLJem276L",Ciudad de México,0,0,0.0,🔴#envivo sintoniza #mañanera presidente @lopezobrador_. acompañanos traves @c21noticias señal @capital_21. #corazondelacapital #derechoalainformacion https://t.co/5pljem276l,Capital_21
45,19/10/2020 12:06,1.32e+18,249005175.0,"@AntonioAttolini No milito en ningún partido, soy obradorista al 100, no hay más liderazgo que AMLO conozco miles de viejos que dejaron su militancia para formar MORENA desde sus inicios y fueron aplastados por liderazgos impuestos desde el centro, falta más honestidad política de sus ""líderes"".",Jalisco 🌐Telegram: @hekglez,0,0,0.0,@antonioattolini milito ningun partido obradorista mas liderazgo amlo conozco miles viejos dejaron militancia formar morena inicios aplastados liderazgos impuestos centro falta mas honestidad politica lideres .,hekglez
46,19/10/2020 12:06,1.32e+18,9.64024e+17,"@lopezobrador_ Duro contra los chayoteros, Sicarios de información y desinformadores del antiguo régimen de privilegios y corrupción estamos contigo #AMLO",Bosnia y Herzegovina,1,3,0.0,@lopezobrador_ duro chayoteros sicarios informacion desinformadores antiguo regimen privilegios corrupcion contigo #amlo,
47,19/10/2020 12:06,1.32e+18,216564258.0,UN RECOCIMIEMTO MUNDIAL A LA 4T https://t.co/wAin584MKp,"Matamoros, Tamaulipas , Mex",0,0,0.0,recocimiemto mundial 4t https://t.co/wain584mkp,optimusinforma
48,19/10/2020 12:06,1.32e+18,1.26808e+18,"#EnVivo #Mexico #ConferenciaMatutina la mañanera #AMLO #FelizLunes #19Octubre - https://t.co/rZNt3MWeDa vía @YouTube

#EsUnHonorLucharConObrador
#TodosSomosAMLO 
#NoronaNoEstaSolo 

VotoX🇲🇽 #4T 👊🏻

#AMLOEstamosContigo #RedEnDefensaDeAMLO #AMLOVERS #RedAMLO

#QuedateEnCasa",Bloqueado en Twitter 5 veces,0,0,0.0,#envivo #mexico #conferenciamatutina mañanera #amlo #felizlunes #19octubre https://t.co/rznt3mweda via @youtube #esunhonorlucharconobrador #todossomosamlo #noronanoestasolo votox🇲🇽 #4t 👊🏻 #amloestamoscontigo #redendefensadeamlo #amlovers #redamlo #quedateencasa,
49,19/10/2020 12:06,1.32e+18,1.16354e+18,Mi cartón de este #FelizLunes . Ya sin el efecto ganador de #AMLO para #Morena es difícil ganar #elecciones. Una autocrítica no le caería nada mal pero optará por buscar a los culpables enfrente. #GanaPRI #Elecciones2020MX #MorenaMoralmenteDerrotada  @LibreriaRius https://t.co/KC4dO02ZEI,"Tepic, Nayarit",0,0,1.0,carton #felizlunes efecto ganador #amlo #morena dificil ganar #elecciones. autocritica caeria mal optara buscar culpables enfrente. #ganapri #elecciones2020mx #morenamoralmentederrotada @libreriarius https://t.co/kc4do02zei,
50,19/10/2020 12:06,1.32e+18,1.2501e+18,@VicenteFoxQue Prian,,0,0,1.0,@vicentefoxque prian,
51,19/10/2020 12:06,1.32e+18,1.17813e+18,"@SachaLlorenti ME EMOCIONA DE VERDAD!!!

VIVA EL PUEBLO, VIVAN LAS BUENAS PERSONAS, VIVA MÉXICO!!
VIVA AMLO!!!

VIVAN LOS GUERREROS QUE TIENEN UN CORAZÓN PARA DEFENDER LA PATRIA HERIDA!!!
VIVA MÉXICO CABRONES, Y EL PUEBLO VERDADERO UNIDO JAMÁS SERÁ VENCIDO!!!","Monterrey, Nuevo León.",0,0,0.0,@sachallorenti emociona verdad viva pueblo vivan buenas personas viva mexico viva amlo vivan guerreros corazon defender patria herida viva mexico cabrones pueblo verdadero unido jamas sera vencido,
52,19/10/2020 12:06,1.32e+18,189977597.0,"Si esto es cierto, las cosas en 2021 se van a poner todavía más complicadas para la democracia en México y sus instituciones.

“Apresúrense a desconocer los resultados en Hidalgo y Coahuila”, dijo AMLO en junta | https://t.co/asQjWCsBvA https://t.co/V4RNWwx57G","London, England",0,0,1.0,si cierto cosas van poner todavia mas complicadas democracia mexico instituciones. apresurense desconocer resultados hidalgo coahuila dijo amlo junta https://t.co/asqjwcsbva https://t.co/v4rnwwx57g,es_fajer
53,19/10/2020 12:05,1.32e+18,9.85299e+17,"@lopezobrador_ Abro hilo 1/4
Resulta curioso que los ""analistas"", seudoperiodistas y la clase política -derrotada-,contraria a la #4T encabezada por @lopezobrador_, están cantando victoria por 2 triunfos #electorales sobre #Morena,previsibles: #Coahuila e #Hidalgo,2 estados...",,0,0,0.0,@lopezobrador_ abro hilo 1/4 resulta curioso analistas seudoperiodistas clase politica -derrotada- contraria #4t encabezada @lopezobrador_ estan cantando victoria triunfos #electorales #morena previsibles: #coahuila #hidalgo,
54,19/10/2020 12:05,1.32e+18,127964015.0,"@CiroGomezL Q se investigue a la DEA ! ....(dice AMLO) = pues claro x supuesto ! ....................................pero primero a el señor d los ""abrazos""",,0,0,1.0,@cirogomezl investigue dea dice amlo pues claro supuesto primero señor abrazos,PAPPY_F4U
55,19/10/2020 12:05,1.32e+18,1253217907.0,"#EnVivo Conferencia matutina, la mañanera de AMLO Lunes 19 de Octubre en... https://t.co/unEo1AvAbV a través de @YouTube",,0,0,2.0,#envivo conferencia matutina mañanera amlo lunes octubre https://t.co/uneo1avabv traves @youtube,auvzquez
56,19/10/2020 12:05,1.32e+18,327511581.0,@SimonLevyMx Esta es la verdadera cara de la 4T,mexico,0,0,1.0,@simonlevymx verdadera cara 4t,Dmarc001
57,19/10/2020 12:05,1.32e+18,1.26029e+18,"⭕️ #AlMomento4T 
🎥 Inicia la #ConferenciaDePrensa del presidente Andrés Manuel @lopezobrador_

#19Octubre 
https://t.co/JUQt3hu53W",,0,0,2.0,⭕️ #almomento4t inicia #conferenciadeprensa presidente andres manuel @lopezobrador_ #19octubre https://t.co/juqt3hu53w,
58,19/10/2020 12:05,1.32e+18,1.23462e+18,Cienfuegos dio contrato millonario a morenista promotor de AMLO en campaña via El Universal https://t.co/eLOOSS5nex,México,0,0,1.0,cienfuegos dio contrato millonario morenista promotor amlo campaña via universal https://t.co/elooss5nex,
59,19/10/2020 12:05,1.32e+18,1.3015e+18,"@Milenio @aguilarcamin Sigue Borolas corrupto asesino, no importa quien nos lo brinde a los mexicanos... Y digan lo que digan los medios chayoteros, se hará justicia con todos los ratas corruptos. Bken por la DEA, excelente AMLO 👍👏👏👏👏👏🇲🇽",,0,0,0.0,@milenio @aguilarcamin sigue borolas corrupto asesino importa brinde mexicanos digan digan medios chayoteros hara justicia ratas corruptos. bken dea excelente amlo 👍👏👏👏👏👏🇲🇽,
60,19/10/2020 12:05,1.32e+18,31023547.0,Sigue #EnVivo la conferencia matutina de AMLO. Directo desde Palacio Nacional: https://t.co/cNo0FPC3g4,CDMX / Guadalajara / Monterrey,0,1,2.0,sigue #envivo conferencia matutina amlo. directo palacio nacional: https://t.co/cno0fpc3g4,Reporte_Indigo
61,19/10/2020 12:05,1.32e+18,37202287.0,"@hugoposo Deja tu las gubernaturas, lo que más les afectará perder es la mayoría en la camara de diputados. Ahí se le acaban los caprichos a AMLO...contando los días para que llegue Junio https://t.co/xWSus1Vvyq","Hermosillo, Sonora",0,0,1.0,@hugoposo deja gubernaturas mas afectara perder mayoria camara diputados. ahi acaban caprichos amlo contando dias llegue junio https://t.co/xwsus1vvyq,venividiviperi
62,19/10/2020 12:05,1.32e+18,253908701.0,"@lopezobrador_ AMLO. Contigo estamos todos los mexicanos, apoyando al mejor presidente.",Los Angeles,1,1,0.0,@lopezobrador_ amlo. contigo mexicanos apoyando mejor presidente.,manandreek
63,19/10/2020 12:05,1.32e+18,1.17256e+18,でもわたしの母、わたしより先に妹に勧めて、本は妹に送ったとか言われた、いやわたしに先に読ませてくれや😫,,0,1,3.0,でもわたしの母、わたしより先に妹に勧めて、本は妹に送ったとか言われた、いやわたしに先に読ませてくれや😫,
64,19/10/2020 12:05,1.32e+18,7.50766e+17,Quita AMLO 115 mil 500 mdp a estados https://t.co/zuv4C27446 https://t.co/Lob35zAz49,,0,0,2.0,quita amlo mil mdp https://t.co/zuv4c27446 https://t.co/lob35zaz49,
65,19/10/2020 12:05,1.32e+18,1.06922e+18,@lopezobrador_ Así es señor presidente y gracias por saber gobernar nuestro país y el pueblo de la 4t sabemos todo lo que usted hace y se lo agradecemos,"Moscú, Rusia",1,3,0.0,@lopezobrador_ asi señor presidente gracias saber gobernar pais pueblo 4t sabemos usted hace agradecemos,
66,19/10/2020 12:05,1.32e+18,187367535.0,"@CarlosLoret @postopinion_es @washingtonpost Andrés Manuel López Obrador no puede, ni podrá resolver los problemas de México ya que Él es el problema de México...",,0,0,1.0,@carlosloret @postopinion_es @washingtonpost andres manuel lopez obrador puede podra resolver problemas mexico problema mexico,fvillarrealb
67,19/10/2020 12:05,1.32e+18,254184569.0,@LillyTellez @CarlosLoret No podemos permitir más abusos de los López Obrador.,"México, D.F.",0,0,1.0,@lillytellez @carlosloret podemos permitir mas abusos lopez obrador.,pumamistico
68,19/10/2020 12:05,1.32e+18,81852072.0,"#EnVivo Conferencia de prensa matutina del presidente de México, Andrés Manuel López Obrador https://t.co/VnLLTK3kQb","Tabasco, México.",0,0,2.0,#envivo conferencia prensa matutina presidente mexico andres manuel lopez obrador https://t.co/vnlltk3kqb,TabascoHOY
69,19/10/2020 12:05,1.32e+18,175870200.0,"#EnVivo Conferencia de prensa matutina del presidente de México, Andrés Manuel López Obrador https://t.co/LJLMlYu4nM",Ciudad de México,0,0,2.0,#envivo conferencia prensa matutina presidente mexico andres manuel lopez obrador https://t.co/ljlmlyu4nm,diariobasta
70,19/10/2020 12:05,1.32e+18,499044422.0,"#EnVivo Conferencia de prensa matutina del presidente de México, Andrés Manuel López Obrador https://t.co/OAXF8nW4gh","Cancún, Quintana Roo",0,0,2.0,#envivo conferencia prensa matutina presidente mexico andres manuel lopez obrador https://t.co/oaxf8nw4gh,QuintanaRooHoy1
71,19/10/2020 12:05,1.32e+18,1179572065.0,"#EnVivo Conferencia de prensa matutina del presidente de México, Andrés Manuel López Obrador https://t.co/kw21Lk0rln","Campeche, Campeche",0,0,2.0,#envivo conferencia prensa matutina presidente mexico andres manuel lopez obrador https://t.co/kw21lk0rln,CampecheHOYmx
72,19/10/2020 12:05,1.32e+18,185319924.0,"@lopezobrador_ Presidente Andrés Manuel 

De la manera más atenta y respetuosa 

Hoy le exijo la renovación o desaparición del INE 

Ya que se demostró que no está a la altura de las exigencias requeridas para garantizar elecciones limpias 
Y veraces 

Viva la 4T",México,0,0,0.0,@lopezobrador_ presidente andres manuel manera mas atenta respetuosa hoy exijo renovacion desaparicion ine demostro altura exigencias requeridas garantizar elecciones limpias veraces viva 4t,cocteaw
73,19/10/2020 12:05,1.32e+18,150913226.0,"#PrimeraPlana 
Anuncia @lopezobrador_ nuevo modelo de manejo de presas para evitar inundaciones en #Tabasco 
https://t.co/nUqVB73ywU","Villahermosa, Tabasco, México",0,1,2.0,#primeraplana anuncia @lopezobrador_ nuevo modelo manejo presas evitar inundaciones #tabasco https://t.co/nuqvb73ywu,xevtfm
74,19/10/2020 12:04,1.32e+18,125805186.0,López Obrador atacó a la DEA tras la detención del ex jefe del ejercito - https://t.co/nBzN3MN63h https://t.co/nzB7aSqf6a,Argentina,0,0,2.0,lopez obrador ataco dea tras detencion ex jefe ejercito https://t.co/nbzn3mn63h https://t.co/nzb7asqf6a,grupoclanok
75,19/10/2020 12:04,1.32e+18,1.08925e+18,@JesusMartinMx no la vez y todo el tiempo estas hablando de la agenda que te dicta nuestro presidente ?? ahora que seria si la vieras ?? si pasas mas tiempo hablando de la mañanera y lo que trata ahi que el mismisimo presidente,,0,0,1.0,@jesusmartinmx vez tiempo hablando agenda dicta presidente ahora seria si vieras si pasas mas tiempo hablando mañanera trata ahi mismisimo presidente,
76,19/10/2020 12:04,1.32e+18,28608099.0,AMLO En Vivo | 19/10/20 #ConferenciaPresidente https://t.co/ROr3OCz93X,México,0,0,2.0,amlo vivo #conferenciapresidente https://t.co/ror3ocz93x,contralinea
77,19/10/2020 12:04,1.32e+18,103433851.0,@Reforma De mal en peor con AMLO y su camarilla de discapacitados mentales.,,0,0,1.0,@reforma mal peor amlo camarilla discapacitados mentales.,patyrizo
78,19/10/2020 12:04,1.32e+18,18939724.0,"El fracaso de Morena, Clara Luz en Nuevo León y AMLO como demócrata https://t.co/LFIcb31gkM",Mexico City,2,1,1.0,fracaso morena clara luz nuevo leon amlo democrata https://t.co/lficb31gkm,farreola
